CMDLINE /home/currychen/anaconda3/envs/Safebench/bin/python scripts/run.py --agent_cfg expert.yaml --scenario_cfg ppo_train.yaml --mode train_scenario
MEM 0.640625 1703590931.1653
MEM 33.398438 1703590931.2656
MEM 95.562500 1703590931.3658
MEM 142.179688 1703590931.4661
MEM 212.851562 1703590931.5664
MEM 235.710938 1703590931.6666
MEM 246.699219 1703590931.7669
MEM 254.082031 1703590931.8671
MEM 270.417969 1703590931.9673
MEM 289.640625 1703590932.0676
MEM 314.253906 1703590932.1678
MEM 362.121094 1703590932.2680
MEM 379.941406 1703590932.3683
MEM 394.878906 1703590932.4685
MEM 401.250000 1703590932.5687
MEM 418.628906 1703590932.6690
MEM 431.687500 1703590932.7692
MEM 435.597656 1703590932.8694
MEM 511.031250 1703590932.9697
MEM 522.398438 1703590933.0699
MEM 536.554688 1703590933.1702
MEM 559.222656 1703590933.2704
MEM 563.250000 1703590933.3707
MEM 632.687500 1703590933.4711
MEM 809.027344 1703590933.5715
MEM 911.214844 1703590933.6717
MEM 989.589844 1703590933.7720
MEM 1159.191406 1703590933.8723
MEM 1350.867188 1703590933.9726
MEM 1528.839844 1703590934.0728
MEM 1714.265625 1703590934.1731
MEM 1714.816406 1703590934.2736
MEM 1714.816406 1703590934.3739
MEM 1714.816406 1703590934.4746
MEM 1714.816406 1703590934.5749
MEM 1714.816406 1703590934.6752
MEM 1714.816406 1703590934.7758
MEM 1714.816406 1703590934.8762
MEM 1714.816406 1703590934.9765
MEM 1714.816406 1703590935.0769
MEM 1714.816406 1703590935.1773
MEM 1714.816406 1703590935.2776
MEM 1714.816406 1703590935.3779
MEM 1714.816406 1703590935.4783
MEM 1714.816406 1703590935.5786
MEM 1714.816406 1703590935.6790
MEM 1714.816406 1703590935.7794
MEM 1714.816406 1703590935.8796
MEM 1714.816406 1703590935.9799
MEM 1714.816406 1703590936.0801
MEM 1714.816406 1703590936.1803
MEM 1714.816406 1703590936.2806
MEM 1714.816406 1703590936.3808
MEM 1714.816406 1703590936.4810
MEM 1714.816406 1703590936.5812
MEM 1714.816406 1703590936.6814
MEM 1714.816406 1703590936.7816
MEM 1751.507812 1703590936.8818
MEM 1771.593750 1703590936.9821
MEM 1802.527344 1703590937.0825
MEM 1779.281250 1703590937.1828
MEM 1785.574219 1703590937.2831
MEM 1808.519531 1703590937.3834
MEM 1793.062500 1703590937.4836
MEM 1791.597656 1703590937.5839
MEM 1807.839844 1703590937.6842
MEM 1782.253906 1703590937.7845
MEM 1787.406250 1703590937.8847
MEM 1792.378906 1703590937.9851
MEM 1782.605469 1703590938.0854
MEM 1802.968750 1703590938.1857
MEM 1798.753906 1703590938.2860
MEM 1783.035156 1703590938.3862
MEM 1783.382812 1703590938.4865
MEM 1800.136719 1703590938.5868
MEM 1795.734375 1703590938.6871
MEM 1783.535156 1703590938.7874
MEM 1806.476562 1703590938.8877
MEM 1808.472656 1703590938.9880
MEM 1787.644531 1703590939.0883
MEM 1787.710938 1703590939.1886
MEM 1805.757812 1703590939.2888
MEM 1805.777344 1703590939.3891
MEM 1784.039062 1703590939.4894
MEM 1789.195312 1703590939.5898
MEM 1784.386719 1703590939.6900
MEM 1796.757812 1703590939.7903
MEM 1794.734375 1703590939.8906
MEM 1808.699219 1703590939.9909
MEM 1783.832031 1703590940.0912
MEM 1788.726562 1703590940.1914
MEM 1791.390625 1703590940.2917
MEM 1783.679688 1703590940.3920
MEM 1800.175781 1703590940.4923
MEM 1801.363281 1703590940.5925
MEM 1784.359375 1703590940.6928
MEM 1784.402344 1703590940.7931
MEM 1802.972656 1703590940.8934
MEM 1795.003906 1703590940.9937
MEM 1784.605469 1703590941.0939
MEM 1805.742188 1703590941.1942
MEM 1809.554688 1703590941.2945
MEM 1786.671875 1703590941.3948
MEM 1792.113281 1703590941.4951
MEM 1808.613281 1703590941.5954
MEM 1800.699219 1703590941.6956
