CMDLINE /home/currychen/anaconda3/envs/Safebench/bin/python scripts/run.py --agent_cfg expert.yaml --scenario_cfg ppo_train.yaml --mode train_scenario
MEM 0.644531 1703592602.8589
MEM 34.269531 1703592602.9591
MEM 106.546875 1703592603.0593
MEM 148.511719 1703592603.1594
MEM 215.671875 1703592603.2596
MEM 232.386719 1703592603.3598
MEM 242.789062 1703592603.4600
MEM 253.437500 1703592603.5602
MEM 270.660156 1703592603.6604
MEM 295.433594 1703592603.7606
MEM 327.191406 1703592603.8609
MEM 358.515625 1703592603.9612
MEM 381.882812 1703592604.0614
MEM 396.445312 1703592604.1617
MEM 407.992188 1703592604.2619
MEM 422.992188 1703592604.3622
MEM 429.718750 1703592604.4624
MEM 492.281250 1703592604.5627
MEM 517.902344 1703592604.6630
MEM 533.839844 1703592604.7632
MEM 554.335938 1703592604.8634
MEM 627.460938 1703592604.9636
MEM 860.781250 1703592605.0639
MEM 1017.542969 1703592605.1642
MEM 1282.371094 1703592605.2644
MEM 1557.351562 1703592605.3646
MEM 1697.921875 1703592605.4650
MEM 1697.921875 1703592605.5653
MEM 1697.921875 1703592605.6655
MEM 1697.921875 1703592605.7659
MEM 1697.921875 1703592605.8663
MEM 1697.921875 1703592605.9668
MEM 1697.921875 1703592606.0671
MEM 1697.921875 1703592606.1674
MEM 1697.921875 1703592606.2678
MEM 1697.921875 1703592606.3681
MEM 1697.921875 1703592606.4684
MEM 1697.921875 1703592606.5689
MEM 1697.921875 1703592606.6692
MEM 1697.921875 1703592606.7695
MEM 1697.921875 1703592606.8716
MEM 1697.921875 1703592606.9721
MEM 1697.921875 1703592607.0723
MEM 1697.921875 1703592607.1725
MEM 1697.921875 1703592607.2726
MEM 1697.921875 1703592607.3727
MEM 1697.921875 1703592607.4729
MEM 1697.921875 1703592607.5732
MEM 1697.921875 1703592607.6733
MEM 1697.921875 1703592607.7735
MEM 1697.921875 1703592607.8736
MEM 1697.921875 1703592607.9738
MEM 1729.773438 1703592608.0741
MEM 1748.972656 1703592608.1743
MEM 1778.261719 1703592608.2745
MEM 1776.648438 1703592608.3747
MEM 1759.324219 1703592608.4749
MEM 1757.343750 1703592608.5751
MEM 1776.675781 1703592608.6754
MEM 1772.894531 1703592608.7757
MEM 1757.867188 1703592608.8760
MEM 1783.902344 1703592608.9763
MEM 1784.117188 1703592609.0765
MEM 1767.156250 1703592609.1767
MEM 1761.882812 1703592609.2769
MEM 1777.863281 1703592609.3772
MEM 1758.664062 1703592609.4774
MEM 1758.664062 1703592609.5776
MEM 1763.132812 1703592609.6779
MEM 1758.710938 1703592609.7781
MEM 1771.675781 1703592609.8783
MEM 1770.472656 1703592609.9785
MEM 1784.066406 1703592610.0788
MEM 1759.406250 1703592610.1790
MEM 1763.527344 1703592610.2792
MEM 1771.093750 1703592610.3795
MEM 1759.531250 1703592610.4797
MEM 1781.730469 1703592610.5800
MEM 1771.675781 1703592610.6802
MEM 1762.808594 1703592610.7804
MEM 1760.289062 1703592610.8807
MEM 1770.339844 1703592610.9809
MEM 1780.882812 1703592611.0812
MEM 1760.195312 1703592611.1814
MEM 1760.453125 1703592611.2817
MEM 1779.785156 1703592611.3819
MEM 1765.144531 1703592611.4822
MEM 1761.058594 1703592611.5825
MEM 1776.933594 1703592611.6827
MEM 1784.429688 1703592611.7830
MEM 1761.550781 1703592611.8833
MEM 1765.617188 1703592611.9836
MEM 1784.437500 1703592612.0838
MEM 1772.964844 1703592612.1841
MEM 1764.417969 1703592612.2843
MEM 1783.597656 1703592612.3846
MEM 1761.000000 1703592612.4848
MEM 1766.925781 1703592612.5850
MEM 1772.398438 1703592612.6853
MEM 1784.257812 1703592612.7855
MEM 1761.269531 1703592612.8858
MEM 1768.742188 1703592612.9860
MEM 1761.632812 1703592613.0863
MEM 1761.289062 1703592613.1865
MEM 1770.613281 1703592613.2867
MEM 1773.582031 1703592613.3869
MEM 1761.656250 1703592613.4872
MEM 1784.339844 1703592613.5874
MEM 1777.730469 1703592613.6876
MEM 1765.472656 1703592613.7878
MEM 1762.121094 1703592613.8881
MEM 1772.945312 1703592613.9883
MEM 1783.519531 1703592614.0885
MEM 1762.343750 1703592614.1887
MEM 1763.082031 1703592614.2889
MEM 1780.613281 1703592614.3891
MEM 1772.160156 1703592614.4893
MEM 1763.109375 1703592614.5894
MEM 1782.957031 1703592614.6896
MEM 1785.222656 1703592614.7898
MEM 1763.894531 1703592614.8899
MEM 1768.542969 1703592614.9902
MEM 1784.269531 1703592615.0904
MEM 1782.261719 1703592615.1906
