CMDLINE /home/currychen/anaconda3/envs/Safebench/bin/python scripts/run.py --agent_cfg expert.yaml --scenario_cfg ppo_train.yaml --mode train_scenario
MEM 0.636719 1703591886.8879
MEM 34.539062 1703591886.9881
MEM 92.933594 1703591887.0883
MEM 144.679688 1703591887.1885
MEM 211.566406 1703591887.2886
MEM 236.253906 1703591887.3889
MEM 247.863281 1703591887.4891
MEM 255.554688 1703591887.5892
MEM 271.441406 1703591887.6894
MEM 282.304688 1703591887.7896
MEM 304.730469 1703591887.8898
MEM 354.792969 1703591887.9900
MEM 377.175781 1703591888.0901
MEM 392.902344 1703591888.1903
MEM 401.855469 1703591888.2904
MEM 419.000000 1703591888.3905
MEM 432.378906 1703591888.4907
MEM 447.675781 1703591888.5909
MEM 516.714844 1703591888.6911
MEM 522.878906 1703591888.7913
MEM 545.679688 1703591888.8914
MEM 560.585938 1703591888.9916
MEM 633.085938 1703591889.0918
MEM 877.500000 1703591889.1920
MEM 1151.625000 1703591889.2921
MEM 1432.750000 1703591889.3923
MEM 1617.792969 1703591889.4924
MEM 1731.089844 1703591889.5927
MEM 1731.089844 1703591889.6929
MEM 1731.089844 1703591889.7931
MEM 1731.089844 1703591889.8935
MEM 1731.089844 1703591889.9937
MEM 1731.089844 1703591890.0940
MEM 1731.089844 1703591890.1943
MEM 1731.089844 1703591890.2947
MEM 1731.089844 1703591890.3949
MEM 1731.089844 1703591890.4952
MEM 1731.089844 1703591890.5954
MEM 1731.089844 1703591890.6958
MEM 1731.089844 1703591890.7961
MEM 1731.089844 1703591890.8965
MEM 1731.089844 1703591890.9980
MEM 1731.089844 1703591891.0984
MEM 1731.089844 1703591891.1987
MEM 1731.089844 1703591891.2989
MEM 1731.089844 1703591891.3990
MEM 1731.089844 1703591891.4992
MEM 1731.089844 1703591891.5993
MEM 1731.089844 1703591891.6994
MEM 1731.089844 1703591891.7996
MEM 1731.089844 1703591891.8997
MEM 1731.089844 1703591891.9999
MEM 1731.089844 1703591892.1000
MEM 1770.097656 1703591892.2003
MEM 1790.218750 1703591892.3004
MEM 1820.015625 1703591892.4007
MEM 1814.562500 1703591892.5009
MEM 1802.820312 1703591892.6011
MEM 1799.031250 1703591892.7012
MEM 1812.375000 1703591892.8014
MEM 1821.066406 1703591892.9017
MEM 1799.554688 1703591893.0019
MEM 1802.132812 1703591893.1021
MEM 1821.750000 1703591893.2023
MEM 1809.816406 1703591893.3026
MEM 1801.210938 1703591893.4028
MEM 1820.316406 1703591893.5030
MEM 1826.835938 1703591893.6032
MEM 1800.351562 1703591893.7034
MEM 1804.566406 1703591893.8036
MEM 1801.675781 1703591893.9039
MEM 1813.066406 1703591894.0041
MEM 1808.816406 1703591894.1043
MEM 1823.816406 1703591894.2045
MEM 1801.601562 1703591894.3047
MEM 1804.949219 1703591894.4049
MEM 1812.566406 1703591894.5051
MEM 1801.066406 1703591894.6053
MEM 1823.066406 1703591894.7056
MEM 1807.566406 1703591894.8058
MEM 1806.523438 1703591894.9060
MEM 1801.460938 1703591895.0061
MEM 1814.066406 1703591895.1063
MEM 1817.066406 1703591895.2064
MEM 1817.148438 1703591895.3066
MEM 1801.894531 1703591895.4068
MEM 1809.109375 1703591895.5070
MEM 1808.816406 1703591895.6072
MEM 1801.734375 1703591895.7075
MEM 1817.316406 1703591895.8077
MEM 1818.066406 1703591895.9079
MEM 1802.066406 1703591896.0081
MEM 1802.222656 1703591896.1083
MEM 1819.031250 1703591896.2085
MEM 1812.320312 1703591896.3088
MEM 1802.171875 1703591896.4090
MEM 1823.066406 1703591896.5092
MEM 1825.066406 1703591896.6094
MEM 1804.226562 1703591896.7096
MEM 1804.816406 1703591896.8098
MEM 1823.234375 1703591896.9100
MEM 1818.066406 1703591897.0102
MEM 1803.066406 1703591897.1104
MEM 1803.187500 1703591897.2106
MEM 1803.105469 1703591897.3108
